Date,Open,High,Low,Close,Adj Close,Volume,Count,Week Day,Change,RSI
2015-12-18,22.059999465942383,22.059999465942383,22.059999465942383,22.059999465942383,21.597848892211914,0,0,4,0.0,16.329999923706055
2015-12-21,22.059999465942383,22.059999465942383,22.059999465942383,22.059999465942383,21.597848892211914,0,1,0,0.0,16.329999923706055
2015-12-22,22.059999465942383,22.059999465942383,22.059999465942383,22.059999465942383,21.597848892211914,0,2,1,0.0,16.329999923706055
2015-12-23,22.059999465942383,22.059999465942383,22.059999465942383,22.059999465942383,21.597848892211914,0,3,2,0.0,16.329999923706055
2015-12-24,22.059999465942383,22.059999465942383,22.059999465942383,22.059999465942383,21.597848892211914,0,4,3,0.0,16.329999923706055
2015-12-28,22.059999465942383,22.059999465942383,22.059999465942383,22.059999465942383,21.597848892211914,0,5,0,0.0,16.329999923706055
2015-12-29,22.059999465942383,22.059999465942383,22.059999465942383,22.059999465942383,21.597848892211914,0,6,1,0.0,16.329999923706055
2015-12-30,22.059999465942383,22.059999465942383,22.059999465942383,22.059999465942383,21.597848892211914,0,7,2,0.0,16.329999923706055
2015-12-31,22.059999465942383,22.059999465942383,22.059999465942383,22.059999465942383,21.597848892211914,0,8,3,0.0,16.329999923706055
2016-01-04,22.059999465942383,22.059999465942383,22.059999465942383,22.059999465942383,21.597848892211914,0,9,0,0.0,16.329999923706055
2016-01-05,22.059999465942383,22.059999465942383,22.059999465942383,22.059999465942383,21.597848892211914,0,10,1,0.0,16.329999923706055
2016-01-06,22.059999465942383,22.059999465942383,22.059999465942383,22.059999465942383,21.597848892211914,0,11,2,0.0,16.329999923706055
2016-01-07,22.059999465942383,22.059999465942383,22.059999465942383,22.059999465942383,21.597848892211914,0,12,3,0.0,16.329999923706055
2016-01-08,22.059999465942383,22.059999465942383,22.059999465942383,22.059999465942383,21.597848892211914,0,13,4,0.0,16.329999923706055
2016-01-11,22.059999465942383,22.059999465942383,22.059999465942383,22.059999465942383,21.597848892211914,0,14,0,0.0,16.329999923706055
