Date,Open,High,Low,Close,Adj Close,Volume,Count,Week Day,Change,RSI
2015-05-19,26.860000610351562,26.860000610351562,25.670000076293945,25.959999084472656,23.695152282714844,81100,0,1,-3.35071297627616,12.3100004196167
2015-05-20,25.959999084472656,26.1299991607666,25.860000610351562,26.049999237060547,23.777297973632812,35800,1,2,0.34668781110136493,12.3100004196167
2015-05-21,26.18000030517578,26.329999923706055,25.329999923706055,25.920000076293945,23.658641815185547,46800,2,3,-0.9931253852217603,12.3100004196167
2015-05-22,25.760000228881836,25.989999771118164,25.489999771118164,25.559999465942383,23.330045700073242,25800,3,4,-0.7764004703509797,12.3100004196167
2015-05-26,25.850000381469727,26.170000076293945,25.229999542236328,25.56999969482422,23.33917808532715,48800,4,1,-1.0831747872863562,12.3100004196167
2015-05-27,25.510000228881836,25.809999465942383,25.020000457763672,25.200000762939453,23.00145721435547,60300,5,2,-1.2152076172520343,12.3100004196167
2015-05-28,25.1299991607666,25.469999313354492,25.09000015258789,25.209999084472656,23.01058578491211,38100,6,3,0.31834431507244965,12.3100004196167
2015-05-29,25.219999313354492,25.309999465942383,25.049999237060547,25.270000457763672,23.065353393554688,37600,7,4,0.1982598959973103,12.3100004196167
2015-06-01,25.350000381469727,25.40999984741211,24.639999389648438,24.700000762939453,22.54507827758789,86700,8,0,-2.564101020706133,12.3100004196167
2015-06-02,24.3799991607666,25.209999084472656,24.3700008392334,25.110000610351562,22.9193115234375,56100,9,1,2.9942636370542397,12.3100004196167
2015-06-03,25.219999313354492,25.239999771118164,24.579999923706055,25.010000228881836,22.828039169311523,97800,10,2,-0.8326688746635225,12.3100004196167
2015-06-04,25.010000228881836,26.56999969482422,24.760000228881836,25.0,22.818904876708984,272600,11,3,-0.03998492119279273,12.3100004196167
2015-06-05,24.75,26.100000381469727,24.75,25.989999771118164,23.722536087036133,179500,12,4,5.010100085325919,12.3100004196167
2015-06-08,26.489999771118164,27.0,25.6299991607666,26.0,23.731664657592773,160100,13,0,-1.8497537763379146,12.3100004196167
2015-06-09,26.170000076293945,26.309999465942383,25.920000076293945,26.09000015258789,23.813810348510742,105700,14,1,-0.3056932498006426,52.024939333224005
2015-06-10,26.329999923706055,26.68000030517578,26.139999389648438,26.40999984741211,24.105894088745117,79300,15,2,0.30383563971843053,55.2325690998309
2015-06-11,26.260000228881836,26.649999618530273,25.8700008392334,26.010000228881836,23.831026077270508,51000,16,3,-0.9520182704531699,51.212940361152185
2015-06-12,26.010000228881836,26.31999969482422,25.709999084472656,26.06999969482422,23.88599967956543,61800,17,4,0.23067845218915917,57.478013738511855
2015-06-15,26.15999984741211,26.6299991607666,25.770000457763672,25.799999237060547,23.63861656188965,97300,18,0,-1.3761491301659046,53.13351031320031
2015-06-16,25.889999389648438,26.790000915527344,25.760000228881836,26.5,24.279972076416016,109500,19,1,2.356124467872567,66.24999046325684
2015-06-17,26.639999389648438,26.639999389648438,25.719999313354492,25.8700008392334,23.7027587890625,50400,20,2,-2.8903850152272814,57.142874836254975
2015-06-18,25.90999984741211,26.34000015258789,25.65999984741211,25.809999465942383,23.647777557373047,68600,21,3,-0.38595284468793123,55.84414404855728
2015-06-19,25.739999771118164,26.690000534057617,25.739999771118164,26.479999542236328,24.26165199279785,118400,22,4,2.8749020112598833,68.85591439562927
2015-06-22,26.479999542236328,26.5,25.709999084472656,25.729999542236328,23.574480056762695,67000,23,0,-2.832326332950763,56.126469996207916
2015-06-23,25.850000381469727,26.079999923706055,25.389999389648438,25.56999969482422,23.427886962890625,73100,24,1,-1.0831747872863562,55.4687438881966
2015-06-24,25.6200008392334,25.899999618530273,25.3700008392334,25.469999313354492,23.336267471313477,63100,25,2,-0.5854860303095677,54.51054917352513
2015-06-25,25.6200008392334,25.760000228881836,25.0,25.420000076293945,23.290454864501953,92100,26,3,-0.7806430772366757,43.32553122110501
2015-06-26,25.34000015258789,25.75,25.149999618530273,25.389999389648438,23.26296615600586,1318000,27,4,0.19731348366009982,42.89043729403751
2015-06-29,25.6299991607666,27.280000686645508,25.6299991607666,25.829999923706055,23.66610336303711,185100,28,0,0.7803385465794621,47.198274178822935
2015-06-30,25.81999969482422,26.1200008392334,25.0,25.110000610351562,23.006423950195312,99700,29,1,-2.749802838359372,37.10318451475395
2015-07-01,25.18000030517578,25.700000762939453,24.450000762939453,25.670000076293945,23.51951026916504,78900,30,2,1.9459879474959418,46.730768243236795
2015-07-02,25.670000076293945,25.670000076293945,24.6200008392334,24.760000228881836,22.68574333190918,88800,31,3,-3.5449935516458697,39.17356018062115
2015-07-06,24.09000015258789,25.1200008392334,23.8700008392334,25.06999969482422,22.969776153564453,158000,32,0,4.068076114690489,44.006572052989846
2015-07-07,25.06999969482422,25.280000686645508,24.18000030517578,25.079999923706055,22.978933334350586,100800,33,1,0.03988922618096691,36.85185021660771
2015-07-08,25.110000610351562,25.1299991607666,24.56999969482422,24.790000915527344,22.713226318359375,70900,34,2,-1.2743914259098044,39.32806286863003
2015-07-09,24.940000534057617,25.200000762939453,24.610000610351562,25.040000915527344,22.942285537719727,87000,35,3,0.40096383050660656,42.66667780800876
2015-07-10,25.209999084472656,25.959999084472656,25.209999084472656,25.639999389648438,23.49201774597168,94400,36,4,1.7056736247191173,41.89188492567595
2015-07-13,25.389999389648438,25.690000534057617,25.309999465942383,25.459999084472656,23.327096939086914,97600,37,0,0.27569789880639295,47.07157651369527
2015-07-14,25.59000015258789,26.6299991607666,25.530000686645508,26.440000534057617,24.22500228881836,97400,38,1,3.3216114748001235,58.01105981524355
2015-07-15,26.34000015258789,26.670000076293945,25.989999771118164,26.110000610351562,23.922649383544922,92500,39,2,-0.8731949161121411,55.65372376257343
2015-07-16,26.31999969482422,26.5,26.059999465942383,26.309999465942383,24.105892181396484,51800,40,3,-0.037994791025031116,57.65920622747949
2015-07-17,26.309999465942383,26.3700008392334,25.719999313354492,26.1299991607666,23.94097328186035,62200,41,4,-0.6841516869233955,56.20805471148938
2015-07-20,26.020000457763672,26.09000015258789,25.56999969482422,25.799999237060547,23.63861656188965,54200,42,0,-0.8455081354062144,49.743583724340034
